psu_wattage,psu_form_factor,psu_length,psu_efficiency,case_supported_psu,case_psu_clearance,label
850.0,ATX,140.0,80+ GOLD,ATX,223.0,1
850.0,SFX,100.0,80+ PLATINUM,ATX,160.0,0
550.0,ATX,160.0,80+ BRONZE,ATX,220.0,1
850.0,ATX,160.0,80+ GOLD,ATX,,1
400.0,ATX,160.0,80+ BRONZE,ATX,,1
850.0,ATX,140.0,80+ GOLD,ATX,200.0,1
600.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
1250.0,ATX,180.0,80+ GOLD,ATX,160.0,0
1200.0,ATX,190.0,80+ PLATINUM,ATX,,1
600.0,ATX,150.0,80+ GOLD,ATX,,1
600.0,ATX,140.0,80+,SFX | SFX-L,,0
430.0,ATX,160.0,80+ GOLD,ATX,,1
750.0,ATX,140.0,80+ GOLD,ATX,180.0,1
650.0,ATX,140.0,80+,SFX | SFX-L,,0
550.0,SFX,100.0,80+ GOLD,ATX,220.0,0
300.0,TFX,175.0,,ATX,220.0,0
650.0,ATX,140.0,,ATX,180.0,1
750.0,SFX,104.0,80+ PLATINUM,ATX,200.0,0
850.0,ATX,140.0,80+ GOLD,ATX,,1
450.0,ATX,160.0,80+ GOLD,ATX,220.0,1
750.0,ATX,160.0,80+ PLATINUM,ATX,,1
650.0,SFX,125.0,80+ GOLD,ATX,180.0,0
550.0,ATX,160.0,80+ BRONZE,ATX,220.0,1
1250.0,ATX,180.0,80+ GOLD,Flex ATX,,0
1200.0,ATX,180.0,80+ PLATINUM,ATX,150.0,0
1300.0,ATX,180.0,80+ GOLD,ATX,160.0,0
550.0,ATX,160.0,80+ GOLD,ATX,265.0,1
1300.0,ATX,170.0,80+ PLATINUM,ATX,220.0,1
450.0,SFX,100.0,80+ GOLD,ATX,,0
850.0,ATX,180.0,80+ GOLD,ATX,170.0,0
1000.0,ATX/EPS,140.0,80+ GOLD,ATX,200.0,0
750.0,ATX,160.0,80+ GOLD,ATX,182.0,1
1200.0,ATX,180.0,80+ PLATINUM,ATX,,1
300.0,TFX,185.0,80+ BRONZE,ATX,200.0,0
600.0,ATX,165.0,,ATX,,1
500.0,ATX,140.0,80+ GOLD,ATX,220.0,1
750.0,ATX,,80+ BRONZE,ATX,223.0,1
750.0,ATX,180.0,80+ GOLD,Flex ATX,,0
750.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
500.0,ATX,150.0,80+ BRONZE,ATX,220.0,1
650.0,ATX,140.0,80+ BRONZE,ATX,160.0,1
350.0,SFX,100.0,80+ BRONZE,ATX,,0
350.0,ATX,139.0,80+ BRONZE,ATX,,1
300.0,TFX,140.0,80+ BRONZE,ATX,,0
300.0,SFX,100.0,80+ BRONZE,ATX,182.0,0
1100.0,ATX,165.0,80+ GOLD,ATX,,1
1650.0,ATX,180.0,80+ GOLD,ATX,240.0,1
1300.0,ATX,160.0,80+ GOLD,ATX,220.0,1
700.0,ATX,140.0,,ATX,210.0,1
1000.0,ATX,150.0,80+ GOLD,ATX | SFX | SFX-L,220.0,1
550.0,ATX,160.0,80+ GOLD,ATX,180.0,1
450.0,SFX,125.0,80+ GOLD,ATX,,0
1250.0,ATX,200.0,80+ TITANIUM,ATX,220.0,1
550.0,ATX,165.0,80+ BRONZE,ATX,210.0,1
500.0,ATX,165.0,,ATX,160.0,0
1050.0,ATX,140.0,80+ PLATINUM,ATX,,1
650.0,ATX,165.0,,ATX,223.0,1
650.0,SFX,100.0,80+ GOLD,ATX,240.0,0
700.0,ATX,165.0,80+ BRONZE,ATX,180.0,1
1000.0,ATX,180.0,80+ GOLD,SFX | SFX-L,,0
550.0,ATX,139.0,80+ GOLD,SFX | SFX-L,,0
750.0,SFX,100.0,80+ PLATINUM,ATX,200.0,0
850.0,ATX,177.0,80+ GOLD,ATX,170.0,0
550.0,ATX,160.0,80+ GOLD,ATX,200.0,1
600.0,SFX,130.0,80+ GOLD,ATX,240.0,0
350.0,SFX,100.0,80+ BRONZE,ATX,180.0,0
750.0,ATX,140.0,80+ BRONZE,ATX | SFX | SFX-L,220.0,1
800.0,ATX,140.0,80+ GOLD,Flex ATX,,0
1050.0,ATX,150.0,80+ PLATINUM,ATX,,1
750.0,SFX,100.0,80+ GOLD,ATX,,0
850.0,ATX,140.0,,ATX,180.0,1
450.0,SFX,125.0,80+ GOLD,ATX,,0
300.0,SFX,100.0,80+,ATX,,0
450.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
1000.0,ATX,165.0,,ATX,160.0,0
430.0,ATX,140.0,80+ STANDARD,ATX,182.0,1
650.0,ATX,175.0,80+ BRONZE,ATX,180.0,1
1250.0,ATX,175.0,80+ GOLD,ATX,220.0,1
450.0,ATX,139.0,80+ BRONZE,ATX,180.0,1
750.0,ATX,140.0,80+ GOLD,ATX,200.0,1
300.0,TFX,175.0,80+ GOLD,ATX,180.0,0
1000.0,ATX,180.0,80+ BRONZE,ATX,210.0,1
500.0,SFX-L,125.0,80+ GOLD,ATX,,0
600.0,ATX,140.0,80+,ATX,,1
650.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
750.0,ATX,,80+ BRONZE,ATX,,1
500.0,ATX,,,SFX | SFX-L,,0
400.0,ATX,150.0,80+ BRONZE,ATX,180.0,1
450.0,SFX,100.0,80+ GOLD,ATX,,0
650.0,SFX,125.0,80+ GOLD,ATX,200.0,0
850.0,ATX,182.0,80+ GOLD,Flex ATX,,0
1000.0,ATX,193.0,80+ PLATINUM,ATX,160.0,0
850.0,SFX,99.0,80+ GOLD,ATX,223.0,0
750.0,ATX,175.0,80+ BRONZE,ATX,,1
1050.0,ATX,170.0,80+ GOLD,ATX,182.0,1
450.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
850.0,ATX,140.0,80+ GOLD,ATX,200.0,1
1000.0,SFX,100.0,80+ PLATINUM,ATX,160.0,0
700.0,ATX,139.0,80+ BRONZE,ATX,200.0,1
300.0,TFX,175.0,,ATX,223.0,0
500.0,ATX,,80+,ATX,180.0,1
750.0,ATX,,,ATX,220.0,1
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
850.0,ATX,140.0,80+ GOLD,ATX,220.0,1
380.0,ATX,,80+ BRONZE,ATX,182.0,1
700.0,SFX,100.0,80+ GOLD,ATX,223.0,0
550.0,ATX,140.0,80+ BRONZE,ATX,,1
430.0,ATX,140.0,80+,ATX,220.0,1
1475.0,ATX,199.0,80+ GOLD,ATX,,1
650.0,SFX,100.0,80+ GOLD,ATX,,0
350.0,ATX,150.0,80+ BRONZE,ATX,,1
700.0,ATX,140.0,80+,ATX,250.0,1
750.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
1000.0,ATX,165.0,80+ BRONZE,ATX,,1
750.0,ATX,140.0,80+ GOLD,ATX,,1
1000.0,ATX,165.0,80+ GOLD,ATX,180.0,1
1500.0,ATX,225.0,80+ TITANIUM,ATX,210.0,0
750.0,ATX,145.0,,SFX | SFX-L,,0
850.0,ATX,140.0,80+ GOLD,ATX,200.0,1
850.0,ATX,182.0,80+ GOLD,ATX,200.0,1
560.0,ATX,150.0,80+ PLATINUM,ATX,223.0,1
550.0,ATX,140.0,80+,ATX,180.0,1
400.0,ATX,160.0,80+ GOLD,ATX,220.0,1
500.0,ATX,150.0,80+ GOLD,SFX | SFX-L,,0
500.0,ATX,140.0,,ATX,,1
850.0,ATX,150.0,80+ GOLD,ATX,200.0,1
550.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
1200.0,ATX,231.0,,ATX,160.0,0
700.0,ATX,140.0,80+ BRONZE,ATX,180.0,1
650.0,ATX,140.0,80+ GOLD,ATX,,1
650.0,ATX,160.0,80+ PLATINUM,Flex ATX,,0
850.0,ATX,200.0,80+ GOLD,ATX,180.0,0
550.0,ATX,140.0,80+,ATX | SFX | SFX-L,220.0,1
300.0,Flex ATX,150.0,80+ GOLD,ATX,,0
850.0,ATX,140.0,80+ PLATINUM,ATX,,1
300.0,SFX,100.0,80+ BRONZE,ATX,200.0,0
850.0,SFX,100.0,80+ GOLD,ATX,160.0,0
650.0,ATX,140.0,80+ GOLD,ATX,220.0,1
220.0,Mini-ITX,150.0,,ATX,,0
350.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
750.0,SFX,100.0,80+ GOLD,ATX,200.0,0
850.0,ATX,160.0,80+ PLATINUM,ATX,200.0,1
600.0,Flex ATX,150.0,,ATX,220.0,0
650.0,ATX,160.0,80+ BRONZE,SFX | SFX-L,,0
750.0,SFX,100.0,80+ GOLD,ATX,,0
1050.0,ATX,180.0,80+ PLATINUM,ATX,223.0,1
700.0,ATX,180.0,80+ BRONZE,ATX,160.0,0
450.0,ATX,140.0,80+ BRONZE,ATX,200.0,1
1500.0,ATX,200.0,80+ TITANIUM,ATX,240.0,1
660.0,ATX,165.0,,ATX,150.0,0
750.0,ATX,140.0,80+ GOLD,ATX,200.0,1
1300.0,ATX,210.0,80+ TITANIUM,ATX,160.0,0
600.0,ATX,139.0,80+ BRONZE,ATX,220.0,1
650.0,SFX,100.0,80+ GOLD,ATX,,0
550.0,ATX,,,ATX,180.0,1
1200.0,ATX,160.0,80+ GOLD,ATX,223.0,1
750.0,SFX,100.0,80+ PLATINUM,ATX,,0
1200.0,ATX,200.0,80+,ATX,180.0,0
200.0,Mini-ITX,150.0,,ATX,200.0,0
550.0,ATX,139.0,80+ GOLD,ATX,220.0,1
850.0,SFX,100.0,80+ GOLD,ATX,,0
500.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
1100.0,SFX,100.0,80+ PLATINUM,ATX,,0
350.0,ATX,140.0,80+,ATX,,1
850.0,SFX,99.0,80+ GOLD,ATX,220.0,0
550.0,ATX,140.0,80+ PLATINUM,ATX,,1
750.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
850.0,ATX,190.0,80+ PLATINUM,ATX,180.0,0
500.0,SFX,130.0,80+ GOLD,ATX,180.0,0
850.0,ATX,170.0,80+ GOLD,ATX,,1
750.0,ATX,140.0,80+ GOLD,ATX,,1
850.0,ATX,140.0,80+ PLATINUM,ATX,170.0,1
600.0,ATX,160.0,,SFX | SFX-L,,0
1000.0,ATX,142.0,,SFX | SFX-L,,0
300.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
550.0,ATX,150.0,80+ BRONZE,ATX,160.0,1
850.0,ATX,180.0,80+ GOLD,ATX,250.0,1
600.0,ATX,140.0,80+,ATX,,1
450.0,ATX,139.0,80+ GOLD,ATX,,1
1600.0,ATX,190.0,80+ TITANIUM,ATX,180.0,0
450.0,ATX,139.0,80+ GOLD,ATX,200.0,1
550.0,ATX,158.0,80+ BRONZE,ATX,220.0,1
550.0,ATX,160.0,80+ GOLD,ATX,,1
1000.0,ATX,150.0,80+ GOLD,ATX,210.0,1
650.0,ATX,170.0,80+ BRONZE,SFX | SFX-L,,0
300.0,TFX,175.0,80+ BRONZE,ATX,,0
850.0,SFX,100.0,80+ PLATINUM,ATX,200.0,0
1200.0,ATX,180.0,80+ GOLD,ATX,240.0,1
600.0,ATX,140.0,80+,ATX,220.0,1
600.0,SFX,100.0,80+ PLATINUM,ATX,180.0,0
650.0,SFX,100.0,80+ GOLD,ATX,,0
750.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
1050.0,ATX,180.0,80+ GOLD,SFX | SFX-L,,0
850.0,ATX,140.0,80+ GOLD,ATX,,1
550.0,SFX,100.0,80+ GOLD,ATX,220.0,0
700.0,ATX,140.0,80+ GOLD,ATX,223.0,1
1200.0,ATX,140.0,80+ GOLD,ATX,220.0,1
500.0,ATX,140.0,80+ BRONZE,ATX,,1
650.0,ATX,,80+ BRONZE,ATX,,1
1200.0,ATX,160.0,80+ PLATINUM,ATX,200.0,1
850.0,SFX,100.0,80+ GOLD,ATX,,0
650.0,ATX,165.0,80+ GOLD,ATX,180.0,1
1300.0,SFX,100.0,80+ PLATINUM,ATX,180.0,0
450.0,ATX,,,ATX,250.0,1
850.0,ATX,140.0,80+ GOLD,ATX,220.0,1
750.0,SFX,100.0,80+ GOLD,ATX,200.0,0
850.0,ATX,180.0,80+ GOLD,ATX,,1
700.0,TFX,175.0,80+ GOLD,ATX,,0
850.0,ATX,140.0,80+ GOLD,ATX,223.0,1
1000.0,ATX,160.0,80+ PLATINUM,ATX,,1
400.0,ATX,139.0,,SFX | SFX-L,,0
850.0,ATX,193.0,80+ PLATINUM,ATX,180.0,0
660.0,ATX,150.0,80+ PLATINUM,ATX,,1
750.0,ATX,180.0,80+ PLATINUM,ATX,,1
850.0,ATX,160.0,80+ GOLD,ATX,,1
700.0,ATX,165.0,80+ BRONZE,ATX,,1
750.0,ATX,160.0,80+ GOLD,ATX,200.0,1
520.0,ATX,150.0,80+ BRONZE,ATX,,1
750.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
300.0,TFX,185.0,80+ BRONZE,ATX,220.0,0
700.0,ATX,140.0,80+,ATX,,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
800.0,ATX,160.0,80+ BRONZE,ATX,223.0,1
250.0,SFX,,,ATX,180.0,0
700.0,ATX,160.0,80+ GOLD,Flex ATX,,0
650.0,ATX,139.0,80+,ATX | SFX | SFX-L,220.0,1
700.0,ATX,,80+ BRONZE,ATX,,1
600.0,SFX,100.0,80+ GOLD,ATX,,0
1350.0,ATX,230.0,80+ SILVER,ATX,150.0,0
850.0,ATX,160.0,80+ GOLD,ATX,220.0,1
300.0,SFX,100.0,80+ BRONZE,ATX,223.0,0
1200.0,ATX,200.0,80+ PLATINUM,ATX,180.0,0
750.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
1000.0,ATX,130.0,80+ PLATINUM,ATX,,1
500.0,ATX,140.0,80+ BRONZE,ATX,,1
1200.0,ATX,190.0,80+ PLATINUM,ATX,180.0,0
700.0,ATX,160.0,80+ SILVER,ATX,160.0,1
1275.0,ATX,199.0,80+ PLATINUM,ATX,180.0,0
750.0,ATX,159.0,80+ GOLD,SFX | SFX-L,,0
650.0,ATX,140.0,80+ PLATINUM,ATX,220.0,1
750.0,SFX,100.0,80+ GOLD,ATX,180.0,0
275.0,TFX,146.0,,ATX,220.0,0
850.0,SFX,100.0,,ATX,,0
650.0,ATX,140.0,80+ BRONZE,ATX,200.0,1
850.0,ATX,150.0,80+ GOLD,ATX,220.0,1
550.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
400.0,ATX,150.0,80+ SILVER,ATX,,1
600.0,ATX,160.0,80+ GOLD,ATX,220.0,1
550.0,SFX,100.0,80+ GOLD,ATX,220.0,0
300.0,ATX,,80+,ATX,220.0,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
750.0,ATX,160.0,80+ GOLD,ATX,,1
1200.0,ATX,140.0,80+ PLATINUM,ATX,,1
1250.0,ATX,200.0,80+ PLATINUM,ATX,160.0,0
850.0,ATX,160.0,80+ PLATINUM,ATX,,1
220.0,Mini-ITX,150.0,,ATX,220.0,0
650.0,ATX,160.0,80+ GOLD,ATX,150.0,0
1200.0,SFX,130.0,,ATX,160.0,0
750.0,SFX,100.0,80+ PLATINUM,ATX,160.0,0
300.0,TFX,175.0,,ATX,,0
750.0,ATX,140.0,80+ GOLD,ATX,160.0,1
650.0,ATX,140.0,80+ SILVER,ATX | SFX | SFX-L,220.0,1
1200.0,ATX,180.0,80+ GOLD,ATX,223.0,1
700.0,SFX,100.0,80+ GOLD,ATX,180.0,0
650.0,ATX,165.0,80+ GOLD,SFX | SFX-L,,0
650.0,ATX,160.0,80+ GOLD,ATX,180.0,1
500.0,ATX,140.0,,SFX | SFX-L,,0
1300.0,ATX,201.0,80+ PLATINUM,ATX,200.0,0
850.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
1000.0,ATX,140.0,80+ GOLD,ATX,223.0,1
550.0,ATX,140.0,80+,ATX,220.0,1
850.0,ATX,160.0,80+ GOLD,ATX,220.0,1
550.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
650.0,ATX,139.0,80+ GOLD,ATX,,1
650.0,ATX,180.0,80+ GOLD,ATX,200.0,1
430.0,ATX,139.0,80+ BRONZE,ATX,180.0,1
500.0,ATX,190.0,80+ GOLD,SFX | SFX-L,,0
350.0,SFX,100.0,80+ BRONZE,ATX,200.0,0
750.0,ATX,160.0,80+ PLATINUM,ATX,200.0,1
300.0,TFX,175.0,,ATX,200.0,0
850.0,SFX,100.0,80+ GOLD,ATX,,0
1600.0,ATX,220.0,80+ GOLD,ATX,200.0,0
750.0,SFX,100.0,80+ GOLD,ATX,223.0,0
500.0,ATX,,,ATX,,1
1500.0,ATX,180.0,80+ PLATINUM,ATX,,1
750.0,ATX,170.0,80+ TITANIUM,ATX,200.0,1
1080.0,ATX,,,SFX | SFX-L,,0
750.0,ATX,140.0,,ATX,,1
500.0,ATX,140.0,80+ BRONZE,ATX,200.0,1
550.0,ATX,160.0,80+ GOLD,ATX,220.0,1
1000.0,ATX,200.0,80+ PLATINUM,ATX,200.0,1
450.0,SFX,100.0,80+ BRONZE,ATX,200.0,0
525.0,ATX,139.0,,ATX,200.0,1
500.0,SFX,100.0,80+ BRONZE,ATX,160.0,0
300.0,SFX,100.0,80+ BRONZE,ATX,223.0,0
750.0,SFX,100.0,80+ GOLD,ATX,220.0,0
850.0,ATX,,,SFX | SFX-L,,0
1600.0,ATX,220.0,80+ TITANIUM,SFX | SFX-L,,0
650.0,SFX,100.0,80+ GOLD,ATX,200.0,0
650.0,ATX,140.0,80+ GOLD,ATX,200.0,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
300.0,TFX,175.0,80+ GOLD,ATX,180.0,0
650.0,ATX,140.0,80+ GOLD,ATX,180.0,1
750.0,ATX,140.0,80+ BRONZE,ATX,,1
1050.0,ATX,165.0,80+ GOLD,ATX,220.0,1
850.0,SFX,100.0,80+ GOLD,ATX,,0
400.0,ATX,160.0,80+ PLATINUM,ATX,180.0,1
1000.0,ATX,200.0,80+,ATX,182.0,0
750.0,ATX,180.0,80+ PLATINUM,ATX,180.0,1
550.0,ATX,140.0,80+ SILVER,ATX,200.0,1
850.0,SFX,130.0,80+ GOLD,ATX,180.0,0
550.0,SFX,100.0,80+ GOLD,ATX,220.0,0
1200.0,ATX,200.0,80+ PLATINUM,ATX,180.0,0
1000.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
650.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
850.0,ATX,140.0,80+ GOLD,ATX,220.0,1
750.0,SFX,130.0,80+ PLATINUM,ATX,220.0,0
850.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
400.0,Mini-ITX,150.0,80+ BRONZE,ATX,,0
750.0,ATX,180.0,80+ GOLD,ATX,,1
500.0,SFX,100.0,80+ BRONZE,ATX,,0
1000.0,ATX/EPS,140.0,80+ GOLD,ATX,220.0,0
650.0,ATX,140.0,80+ BRONZE,ATX,,1
630.0,ATX,160.0,80+ BRONZE,SFX | SFX-L,,0
1250.0,ATX,160.0,80+ PLATINUM,ATX,200.0,1
650.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
300.0,TFX,185.0,80+ BRONZE,SFX | SFX-L,,0
850.0,ATX,140.0,80+,ATX,223.0,1
500.0,ATX,140.0,80+ BRONZE,ATX,,1
850.0,ATX,140.0,80+ GOLD,ATX,180.0,1
550.0,ATX,140.0,80+ GOLD,ATX,220.0,1
650.0,ATX,140.0,80+ BRONZE,Flex ATX,,0
750.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
750.0,ATX,140.0,80+ GOLD,ATX,,1
600.0,ATX,139.0,80+,SFX | SFX-L,,0
750.0,ATX,140.0,80+ GOLD,Flex ATX,,0
600.0,SFX,100.0,80+ GOLD,ATX,200.0,0
750.0,ATX,180.0,80+ TITANIUM,ATX,240.0,1
500.0,ATX,158.0,80+ BRONZE,ATX,,1
650.0,ATX,140.0,80+ GOLD,ATX,200.0,1
750.0,ATX,170.0,80+ GOLD,ATX,200.0,1
1200.0,SFX,130.0,,ATX,220.0,0
850.0,SFX,100.0,80+ GOLD,ATX,,0
1200.0,ATX,224.0,80+ TITANIUM,ATX,220.0,0
800.0,ATX,,80+ GOLD,ATX,,1
750.0,ATX,160.0,80+ GOLD,ATX,220.0,1
550.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
650.0,ATX,140.0,80+,ATX,180.0,1
650.0,SFX,100.0,80+ PLATINUM,ATX,240.0,0
750.0,ATX,140.0,80+ GOLD,ATX,180.0,1
750.0,ATX,140.0,80+ BRONZE,ATX,,1
850.0,SFX,125.0,80+ PLATINUM,ATX,223.0,0
850.0,ATX,130.0,80+ PLATINUM,SFX | SFX-L,,0
500.0,SFX,125.0,80+ GOLD,ATX,,0
300.0,TFX,175.0,80+ BRONZE,ATX,220.0,0
750.0,ATX,160.0,80+ GOLD,ATX,,1
850.0,ATX,182.0,80+ PLATINUM,ATX,,1
300.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
750.0,SFX,100.0,80+ GOLD,ATX,,0
500.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
750.0,ATX,170.0,80+ PLATINUM,ATX,150.0,0
550.0,ATX,140.0,80+ BRONZE,ATX | SFX | SFX-L,220.0,1
700.0,ATX,165.0,80+ BRONZE,ATX,220.0,1
550.0,ATX,160.0,80+ BRONZE,ATX,210.0,1
750.0,ATX,160.0,80+ GOLD,ATX,200.0,1
1500.0,ATX,180.0,80+ PLATINUM,ATX,,1
650.0,ATX,139.0,80+ BRONZE,SFX | SFX-L,,0
800.0,ATX,180.0,80+ GOLD,ATX,,1
530.0,ATX,160.0,,ATX,220.0,1
1300.0,ATX,150.0,80+ GOLD,ATX,220.0,1
650.0,ATX,140.0,80+ BRONZE,ATX,,1
750.0,ATX,140.0,80+ GOLD,ATX,200.0,1
1100.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
300.0,Flex ATX,150.0,80+ GOLD,ATX,200.0,0
600.0,ATX,165.0,80+ PLATINUM,SFX | SFX-L,,0
500.0,SFX,130.0,80+ GOLD,ATX,160.0,0
600.0,ATX,140.0,80+,SFX | SFX-L,,0
1000.0,ATX,150.0,80+,ATX,220.0,1
600.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
750.0,ATX,165.0,80+ GOLD,ATX,200.0,1
650.0,ATX,139.0,80+ GOLD,ATX,200.0,1
550.0,ATX,140.0,80+ BRONZE,ATX,,1
750.0,ATX,170.0,80+ TITANIUM,ATX,220.0,1
750.0,ATX,180.0,80+ GOLD,ATX,180.0,1
380.0,ATX,139.0,80+ BRONZE,ATX,180.0,1
450.0,SFX,100.0,80+ BRONZE,ATX,,0
600.0,ATX,165.0,80+,SFX | SFX-L,,0
550.0,ATX,,,SFX | SFX-L,,0
850.0,ATX,158.0,80+ GOLD,SFX | SFX-L,,0
550.0,ATX,140.0,80+,Flex ATX,,0
750.0,ATX,190.0,80+ PLATINUM,ATX,220.0,1
550.0,SFX,100.0,80+ GOLD,ATX,200.0,0
450.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
350.0,ATX,140.0,80+,ATX,,1
350.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
1200.0,ATX,160.0,80+ GOLD,ATX,220.0,1
1000.0,ATX,180.0,80+ PLATINUM,ATX,200.0,1
750.0,ATX,160.0,80+ GOLD,ATX,180.0,1
600.0,ATX,140.0,80+ BRONZE,ATX,,1
1000.0,ATX,160.0,80+ GOLD,ATX,,1
550.0,ATX,139.0,80+ GOLD,ATX,250.0,1
1250.0,ATX,199.0,80+ PLATINUM,ATX,180.0,0
1300.0,ATX,150.0,80+ GOLD,ATX,200.0,1
720.0,ATX,,80+,ATX,,1
550.0,SFX,100.0,80+ GOLD,ATX,,0
300.0,TFX,175.0,80+ GOLD,ATX,182.0,0
1000.0,ATX,180.0,80+ GOLD,ATX,160.0,0
600.0,SFX,100.0,80+ GOLD,ATX,223.0,0
1000.0,ATX/EPS,140.0,80+ GOLD,ATX,223.0,0
500.0,ATX,140.0,,ATX,200.0,1
750.0,ATX,145.0,,ATX,182.0,1
500.0,ATX,142.0,,ATX,250.0,1
750.0,ATX,150.0,80+ GOLD,Flex ATX,,0
1000.0,ATX,170.0,80+ TITANIUM,ATX,200.0,1
850.0,ATX,140.0,80+ GOLD,ATX,,1
750.0,ATX,150.0,80+ BRONZE,ATX,220.0,1
750.0,ATX,160.0,80+ GOLD,ATX,223.0,1
400.0,ATX,140.0,,SFX | SFX-L,,0
750.0,ATX,140.0,80+ GOLD,ATX,200.0,1
450.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
550.0,ATX,,80+ GOLD,ATX,220.0,1
1300.0,ATX,150.0,80+ PLATINUM,Flex ATX,,0
1200.0,ATX,200.0,80+ PLATINUM,ATX,180.0,0
850.0,ATX,140.0,,ATX,,1
720.0,ATX,180.0,80+ BRONZE,ATX,160.0,0
350.0,ATX,140.0,80+ BRONZE,ATX,200.0,1
650.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
460.0,ATX,160.0,80+ PLATINUM,ATX,180.0,1
600.0,SFX,130.0,80+ BRONZE,ATX,180.0,0
550.0,ATX,139.0,80+ BRONZE,ATX,180.0,1
850.0,ATX,150.0,80+ GOLD,ATX,200.0,1
1000.0,SFX,100.0,80+ PLATINUM,ATX,180.0,0
400.0,ATX,140.0,80+,ATX,240.0,1
1000.0,SFX,125.0,80+ PLATINUM,ATX,160.0,0
650.0,ATX,140.0,80+ GOLD,ATX,220.0,1
1250.0,ATX,160.0,80+ PLATINUM,ATX,,1
700.0,ATX,140.0,80+ GOLD,ATX,,1
850.0,ATX,150.0,80+ GOLD,ATX,180.0,1
450.0,ATX,140.0,,ATX,,1
1000.0,ATX,182.0,80+ GOLD,SFX | SFX-L,,0
750.0,ATX,170.0,80+ GOLD,ATX,220.0,1
750.0,ATX,180.0,80+ GOLD,ATX,,1
700.0,ATX,150.0,80+ BRONZE,SFX | SFX-L,,0
500.0,ATX,139.0,80+ BRONZE,ATX,200.0,1
200.0,Mini-ITX,,,ATX,,0
1000.0,ATX,160.0,80+ GOLD,ATX,,1
550.0,ATX,140.0,80+ BRONZE,ATX,,1
250.0,SFX,,,ATX,,0
760.0,ATX,150.0,80+ PLATINUM,ATX,200.0,1
1100.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
650.0,ATX,140.0,80+,SFX | SFX-L,,0
650.0,ATX,180.0,80+ GOLD,ATX,200.0,1
400.0,ATX,140.0,80+,SFX | SFX-L,,0
750.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
200.0,Mini-ITX,,,ATX,180.0,0
1000.0,SFX,130.0,80+ GOLD,ATX,220.0,0
750.0,ATX,160.0,80+ PLATINUM,ATX,200.0,1
700.0,ATX,170.0,80+ GOLD,ATX,220.0,1
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
850.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
800.0,ATX,180.0,80+ BRONZE,ATX,,1
750.0,SFX,100.0,80+ GOLD,ATX,160.0,0
1600.0,ATX,220.0,80+ PLATINUM,ATX,,1
400.0,Flex ATX,150.0,80+ BRONZE,ATX,210.0,0
850.0,ATX,180.0,80+ PLATINUM,SFX | SFX-L,,0
750.0,SFX,100.0,80+ PLATINUM,ATX,210.0,0
750.0,ATX,165.0,80+ BRONZE,ATX,,1
750.0,ATX,140.0,80+ PLATINUM,ATX,200.0,1
1000.0,ATX,150.0,80+ GOLD,ATX,220.0,1
430.0,ATX,139.0,80+ BRONZE,ATX,200.0,1
700.0,ATX,140.0,80+ GOLD,ATX,265.0,1
500.0,SFX,125.0,80+ GOLD,ATX,180.0,0
