cpu_socket,motherboard_socket,cpu_cores,cpu_threads,cpu_base_clock,cpu_boost_clock,cpu_tdp,motherboard_ram_type,motherboard_ram_slots,motherboard_chipset,label
LGA1151,AM3,6,12,2.4,4.0,35.0,DDR2,2,AMD 785G,0
LGA2011,LGA1700,4,8,3.7,3.8,140.0,DDR4,2,Intel H610,0
LGA1151,AM5,4,4,3.4,4.5,71.0,DDR5,4,AMD X870E,0
LGA1200,LGA1200,6,12,4.1,4.8,125.0,DDR4,4,Intel Z590,1
LGA1700,LGA1151,2,2,3.4,,46.0,DDR4,2,Intel H110,0
LGA2066,LGA1151,10,20,3.5,4.5,165.0,DDR4,4,Intel H170,0
LGA1151,LGA1151,4,8,4.2,4.5,91.0,DDR4,4,Intel Z170,1
LGA1700,LGA1851,12,20,2.1,4.9,65.0,DDR5,4,Intel Z890,0
LGA1151,LGA1151,6,6,2.8,4.0,65.0,DDR4,4,Intel Z390,1
LGA1700,LGA2011,16,24,2.4,5.1,65.0,DDR4,8,Intel X99,0
FM2+,LGA1150,4,4,3.1,3.8,65.0,DDR3,4,Intel Z87,0
LGA1151,LGA1151,4,4,3.3,3.7,73.0,DDR3,2,Intel H110,1
LGA1151,LGA1151,4,8,3.6,4.0,80.0,DDR4,2,Intel H310,1
LGA1151,AM4,4,4,3.4,3.8,65.0,DDR4,4,AMD B550,0
LGA1700,LGA1151,4,8,2.2,4.1,35.0,DDR4,4,Intel Z270,0
LGA1151,LGA1151,4,8,3.7,4.1,72.0,DDR4,4,Intel H170,1
LGA1700,LGA1700,4,8,3.3,4.3,58.0,DDR5,4,Intel B760,1
AM4,TR4,6,12,3.6,4.4,65.0,DDR4,8,AMD X399,0
LGA2066,LGA1700,16,32,2.8,4.4,165.0,DDR4,4,Intel B760,0
LGA1151,LGA1700,6,6,2.9,4.1,65.0,DDR4,4,Intel Z690,0
FM2+,LGA1851,4,4,3.5,3.9,65.0,DDR5,4,Intel Z890,0
LGA1151,LGA1151,4,8,3.6,4.0,80.0,DDR4,4,Intel Z170,1
LGA1151,AM4,8,8,3.0,4.7,65.0,DDR4,2,AMD B550,0
LGA1151,LGA1151,4,4,2.5,3.1,35.0,DDR4,4,Intel Z370,1
LGA1151,LGA1851,8,16,4.0,5.0,127.0,DDR5,2,Intel B860,0
LGA2011,LGA1151,6,12,2.5,3.0,95.0,DDR4,2,Intel Z370,0
LGA2066,AM5,14,28,3.1,4.4,165.0,DDR5,4,AMD B650,0
LGA1356,AM5,8,16,2.5,3.3,95.0,DDR5,4,AMD B850,0
LGA1151,LGA1151,8,8,3.6,4.9,95.0,DDR4,2,Intel H310,1
G34,LGA1151,8,8,2.8,3.3,115.0,DDR4,4,Intel B360,0
LGA1151,LGA1151,4,8,3.5,3.9,80.0,DDR4,4,Intel Z270,1
AM4,AM4,2,2,3.0,3.4,35.0,DDR4,2,AMD B550,1
LGA1151,LGA1151,4,8,4.1,4.5,79.0,DDR4,2,Intel H110,1
STR5,AM4,24,48,4.2,5.3,350.0,DDR4,4,AMD B550,0
LGA1200,LGA1200,4,8,3.8,4.5,65.0,DDR4,4,Intel B560,1
LGA1151,LGA1151,8,16,3.6,5.0,95.0,DDR4,4,Intel Z390,1
LGA2066,LGA1700,16,32,3.1,4.5,165.0,DDR5,4,Intel Z690,0
FM2+,LGA1151,2,2,3.5,3.9,65.0,DDR4,2,Intel Z390,0
FM2,AM4,2,2,3.2,3.6,65.0,DDR4,4,AMD X570,0
LGA1155,LGA1155,4,8,2.5,3.7,45.0,DDR3,4,Intel Z68,1
LGA1851,LGA1700,24,24,3.7,5.5,125.0,DDR4,2,Intel B760,0
LGA2066,LGA2066,4,8,4.3,4.5,112.0,DDR4,8,Intel X299,1
LGA1200,AM4,6,12,3.3,4.8,65.0,DDR4,4,AMD X570,0
LGA2011,FM2+,12,24,2.2,2.9,105.0,DDR3,2,AMD A68H,0
LGA2011,LGA2011,14,28,2.0,3.2,105.0,DDR4,16,Intel C612,1
LGA1151,LGA1151,4,4,2.2,2.8,35.0,DDR4,4,Intel Z170,1
LGA1150,LGA1200,4,8,3.4,3.8,84.0,DDR4,4,Intel B460,0
LGA1151,LGA1151,6,6,1.7,3.3,35.0,DDR4,4,Intel Z390,1
LGA1700,LGA1700,6,12,3.0,4.6,65.0,DDR4,2,Intel B660,1
LGA1151,LGA1150,4,4,2.8,3.7,35.0,DDR3,4,Intel Z87,0
LGA1150,LGA1700,4,4,2.9,3.4,65.0,DDR5,4,Intel Z790,0
LGA1151,LGA1151,4,4,3.7,4.3,62.0,DDR4,4,Intel Z170,1
LGA2011,AM5,10,20,3.0,3.6,130.0,DDR5,4,AMD B850,0
AM4,AM4,6,12,3.3,4.4,105.0,DDR4,2,AMD B550,1
AM4,LGA1151,2,4,3.5,,35.0,DDR4,4,Intel Z370,0
LGA1700,AM4,10,16,2.5,4.6,65.0,DDR4,4,AMD B550,0
LGA2066,LGA1151,14,28,3.1,4.4,165.0,DDR4,4,Intel Z390,0
AM5,AM5,6,12,4.1,4.7,65.0,DDR5,4,AMD B650,1
LGA1151,LGA1151,4,4,3.5,4.1,65.0,DDR4,2,Intel B250,1
AM4,LGA1851,4,4,3.8,4.2,65.0,DDR5,4,Intel B860,0
AM3+,AM3+,6,6,3.6,4.2,95.0,DDR3,4,AMD 990X,1
LGA1151,LGA1851,4,4,3.3,4.3,71.0,DDR5,4,Intel B860,0
LGA1150,LGA1150,4,8,3.3,3.7,80.0,DDR3,4,Intel Z97,1
LGA1700,LGA1150,6,12,2.5,4.4,65.0,DDR3,2,Intel H81,0
LGA1150,LGA1150,4,8,3.6,4.0,84.0,DDR3,4,Intel H97,1
STR5,LGA1151,24,48,4.2,5.3,350.0,DDR4,2,Intel H110,0
LGA1700,LGA1700,20,28,2.1,5.4,65.0,DDR5,2,Intel B760,1
LGA1155,LGA1151,4,4,3.0,3.7,65.0,DDR4,4,Intel Z270,0
AM5,LGA1851,8,16,3.8,5.3,65.0,DDR5,4,Intel Z890,0
LGA1200,LGA1700,4,8,3.6,4.3,65.0,DDR5,4,Intel Z790,0
FM2+,AM4,4,4,3.6,3.9,95.0,DDR4,4,AMD B550,0
LGA1151,LGA1151,4,8,3.7,4.1,72.0,DDR4,4,Intel Z270,1
LGA1151,LGA775,4,4,3.6,4.2,65.0,DDR2,4,Intel P45,0
LGA1200,LGA1200,8,16,2.5,4.9,65.0,DDR4,4,Intel B560,1
LGA2011,LGA1151,10,20,3.0,4.0,140.0,DDR4,4,Intel Z390,0
AM4,AM4,6,12,3.5,4.5,65.0,DDR4,4,AMD X570,1
LGA2011,LGA1155,16,32,2.1,3.0,120.0,DDR3,4,Intel Z77,0
AM4,LGA1200,6,12,3.5,4.5,65.0,DDR4,4,Intel B560,0
LGA1150,LGA1700,4,8,3.6,4.0,84.0,DDR5,4,Intel Z790,0
LGA2011,AM5,12,24,2.5,3.3,120.0,DDR5,4,AMD X870,0
LGA2066,LGA1700,12,24,3.5,4.4,165.0,DDR5,2,Intel B760,0
LGA1150,LGA1200,4,4,3.5,3.9,88.0,DDR4,2,Intel H510,0
LGA1700,AM5,24,32,2.0,5.8,65.0,DDR5,4,AMD B840,0
LGA1700,LGA1700,20,28,3.4,5.5,125.0,DDR5,4,Intel B760,1
LGA1151,LGA1151,4,4,3.3,4.3,71.0,DDR4,4,Intel C246,1
AM4,LGA1200,2,2,3.0,3.4,35.0,DDR4,2,Intel B560,0
LGA1700,LGA1700,14,20,1.7,4.8,35.0,DDR4,2,Intel B660,1
AM5,AM5,12,24,3.7,5.4,65.0,DDR5,4,AMD B850,1
LGA2011,LGA1851,12,24,2.3,3.1,120.0,DDR5,4,Intel B860,0
FM2+,LGA1150,4,4,3.3,3.8,95.0,DDR3,2,Intel B85,0
LGA1151,LGA1151,4,4,2.7,3.3,35.0,DDR4,4,Intel Z270,1
LGA1151,LGA1151,6,12,3.7,4.7,80.0,DDR4,4,Intel Z170,1
LGA1151,LGA1151,6,12,3.3,4.5,80.0,DDR4,4,Intel B250,1
LGA1200,LGA1200,8,16,2.9,4.8,65.0,DDR4,2,Intel B560,1
AM4,AM4,4,4,3.8,4.0,65.0,DDR4,4,AMD A520,1
AM5,AM5,8,16,4.7,5.6,120.0,DDR5,4,AMD B650,1
LGA1700,LGA1700,16,24,3.2,5.2,125.0,DDR5,4,Intel Z790,1
LGA2066,AM5,4,4,4.0,4.2,112.0,DDR5,4,AMD B650,0
LGA2011,AM4,12,24,2.3,3.1,120.0,DDR4,4,AMD X570,0
FM2+,FM2+,4,4,4.0,4.2,95.0,DDR3,2,AMD A68H,1
LGA1700,LGA1150,6,12,3.3,4.8,65.0,DDR3,2,Intel H81,0
AM5,AM4,12,24,4.4,5.6,120.0,DDR4,4,AMD X370,0
LGA1151,LGA1151,4,4,2.8,3.7,35.0,DDR4,4,Intel Z270,1
LGA1151,AM5,6,6,3.3,4.5,80.0,DDR5,4,AMD B650,0
LGA1151,LGA1700,4,8,3.8,4.2,73.0,DDR4,2,Intel B760,0
LGA1151,LGA2011,4,4,3.0,3.5,72.0,DDR4,8,Intel X99,0
LGA1700,AM4,2,4,3.7,,46.0,DDR4,4,AMD B450,0
LGA1151,AM4,4,4,2.8,3.4,65.0,DDR4,2,AMD A520,0
LGA1200,LGA1200,6,12,2.6,4.4,65.0,DDR4,4,Intel Z590,1
LGA2011,LGA1700,8,16,2.4,3.1,115.0,DDR4,4,Intel B760,0
AM5,AM5,8,16,4.2,5.0,120.0,DDR5,4,AMD X870E,1
TRX4,LGA1700,24,48,3.8,4.5,280.0,DDR5,4,Intel Z790,0
LGA1700,AM5,14,20,3.5,5.1,125.0,DDR5,4,AMD X870E,0
LGA1151,LGA1200,4,4,3.3,4.3,71.0,DDR4,4,Intel Z490,0
LGA2011,LGA2011,6,12,3.3,3.6,140.0,DDR3,16,Intel C602J,1
LGA1151,AM5,4,4,2.7,3.3,35.0,DDR5,4,AMD B650E,0
LGA1151,LGA1151,4,8,2.9,3.8,35.0,DDR4,4,Intel B365,1
AM4,AM4,4,8,3.7,4.2,65.0,DDR4,4,AMD B550,1
STR5,LGA2011,24,48,4.2,5.4,350.0,DDR4,8,Intel X99,0
LGA1151,LGA1151,8,16,3.6,5.0,95.0,DDR4,4,Intel Z390,1
LGA1151,LGA1151,4,8,2.8,3.6,35.0,DDR4,4,Intel Z390,1
LGA1700,LGA1700,24,32,3.2,5.6,125.0,DDR4,2,Intel B760,1
LGA1151,LGA1151,4,4,3.0,3.5,65.0,DDR4,2,Intel B250,1
AM4,AM4,12,24,3.8,4.6,105.0,DDR4,4,AMD X570,1
AM5,LGA1700,12,24,4.7,5.6,170.0,DDR5,2,Intel Z790,0
LGA1151,LGA1151,2,4,3.4,,35.0,DDR4,4,Intel Z270,1
LGA1151,AM4,4,8,3.6,4.2,65.0,DDR4,4,AMD B450,0
LGA1700,LGA2011,10,16,2.5,4.7,65.0,DDR3,8,Intel X79,0
LGA2011,LGA1851,10,20,2.6,3.3,105.0,DDR5,4,Intel Z890,0
FM2+,LGA1200,4,4,3.1,3.8,65.0,DDR4,4,Intel Z490,0
AM4,AM4,2,4,3.4,,35.0,DDR4,4,AMD X570,1
LGA1151,LGA1151,6,6,1.7,3.3,35.0,DDR4,2,Intel H110,1
LGA1700,AM5,14,20,2.5,4.8,65.0,DDR5,2,AMD B850,0
LGA1151,LGA1150,2,4,3.7,,58.0,DDR3,4,Intel B85,0
LGA1151,LGA1155,4,4,3.4,4.5,71.0,DDR3,4,Intel Z75,0
LGA1200,AM5,10,20,3.6,5.2,125.0,DDR5,4,AMD B650,0
AM4,LGA1151,6,12,3.3,4.4,105.0,DDR4,4,Intel Q170,0
LGA1151,LGA1151,6,12,3.5,4.5,80.0,DDR4,4,Intel Z270,1
LGA1200,LGA1150,6,12,3.1,4.5,65.0,DDR3,4,Intel B85,0
LGA2066,AM5,16,32,3.1,4.4,165.0,DDR5,2,AMD B650,0
LGA2066,LGA1150,10,20,3.3,4.5,140.0,DDR3,4,Intel Z97,0
LGA1150,LGA1851,4,4,3.2,3.4,84.0,DDR5,4,Intel Z890,0
LGA1700,LGA1700,14,20,1.7,4.8,35.0,DDR4,2,Intel H610,1
LGA1151,LGA1700,6,6,2.9,4.1,65.0,DDR4,2,Intel H610,0
LGA1150,LGA1150,4,8,3.3,3.7,65.0,DDR3,4,Intel Z87,1
LGA1151,AM4,4,8,2.8,3.6,35.0,DDR4,4,AMD B450,0
LGA1200,LGA1200,6,12,3.1,4.5,65.0,DDR4,4,Intel B460,1
FM2+,FM2+,4,4,3.5,3.9,65.0,DDR3,4,AMD A88X,1
LGA1200,LGA1151,6,12,2.8,4.8,65.0,DDR3,4,Intel H170,0
LGA1700,LGA1700,20,28,2.1,5.4,65.0,DDR4,4,Intel B660,1
AM4,AM4,8,16,3.6,4.0,95.0,DDR4,2,AMD A520,1
AM4,AM4,6,12,3.6,4.4,65.0,DDR4,4,AMD B550,1
AM4,AM4,4,4,3.5,3.8,65.0,DDR4,2,AMD A320,1
LGA1151,LGA1700,6,12,4.0,4.9,95.0,DDR4,2,Intel H610,0
AM4,LGA1700,4,4,3.0,3.5,35.0,DDR4,4,Intel B760,0
LGA1151,LGA1851,6,6,3.0,4.4,65.0,DDR5,4,Intel Z890,0
AM4,AM4,6,12,3.2,3.6,65.0,DDR4,4,AMD X370,1
LGA1200,LGA1366,4,8,3.7,4.4,65.0,DDR3,6,Intel X58,0
AM4,FM1,8,16,3.6,4.4,65.0,DDR3,2,AMD A55,0
AM4,AM5,8,16,3.4,4.6,65.0,DDR5,4,AMD B650,0
LGA1151,LGA1150,4,8,3.8,4.2,72.0,DDR3,4,Intel Z87,0
LGA1200,AM4,10,20,2.8,5.2,65.0,DDR4,2,AMD X470,0
AM3+,LGA1151,8,8,4.0,4.3,125.0,DDR4,4,Intel B360,0
LGA1151,LGA1150,6,6,2.9,4.1,65.0,DDR3,4,Intel H87,0
LGA1151,AM5,4,8,3.5,3.9,80.0,DDR5,2,AMD A620,0
LGA1700,LGA1700,4,8,3.3,4.3,60.0,DDR4,4,Intel Z790,1
LGA2011,LGA2011,8,16,2.7,3.5,130.0,DDR4,8,Intel C612,1
LGA2011,LGA1700,6,12,3.3,3.9,130.0,DDR5,2,Intel B760,0
LGA1200,LGA1700,10,20,3.7,5.3,125.0,DDR4,4,Intel B660,0
AM4,AM4,8,16,3.9,4.7,105.0,DDR4,4,AMD B550,1
LGA1151,LGA1151,4,4,2.8,3.7,35.0,DDR4,2,Intel H310,1
AM4,LGA1151,6,12,3.6,4.2,65.0,DDR4,4,Intel Z390,0
LGA1851,AM5,24,24,3.7,5.5,125.0,DDR5,4,AMD B650E,0
LGA1150,LGA1150,4,4,2.9,3.4,65.0,DDR3,2,Intel B85,1
LGA2066,LGA2066,14,28,3.1,4.4,165.0,DDR4,8,Intel X299,1
LGA2011,LGA1200,8,16,3.0,3.5,140.0,DDR4,4,Intel Z490,0
LGA2011,LGA1151,10,20,2.5,3.3,115.0,DDR4,4,Intel Z390,0
LGA1200,AM4,8,16,2.5,4.9,65.0,DDR4,2,AMD B550,0
AM4,AM4,4,4,3.5,3.7,65.0,DDR4,4,AMD B450,1
LGA1200,AM5,10,20,3.7,5.3,125.0,DDR5,4,AMD X870E,0
LGA1151,LGA1151,4,4,2.7,3.3,65.0,DDR4,4,Intel Z270,1
LGA1200,LGA1200,4,8,3.0,3.8,35.0,DDR4,4,Intel Z490,1
LGA2066,AM4,8,16,3.8,4.5,165.0,DDR4,4,AMD B450,0
LGA1150,LGA1155,4,8,3.6,4.0,84.0,DDR3,4,Intel Z77,0
AM4,AM4,4,4,3.5,3.7,65.0,DDR4,4,AMD X470,1
LGA1151,LGA1151,4,4,3.7,4.4,62.0,DDR4,2,Intel H110,1
LGA1150,LGA1150,4,8,3.6,4.0,84.0,DDR3,4,Intel Z87,1
AM4,FM2+,6,12,3.2,3.6,65.0,DDR3,2,AMD A88X,0
LGA2011,AM5,10,20,1.7,2.1,70.0,DDR5,4,AMD B650,0
LGA1151,LGA2011,6,6,2.8,4.0,65.0,DDR4,4,Intel C612,0
LGA1151,LGA1151,4,4,2.8,3.4,65.0,DDR4,4,Intel Z270,1
AM5,LGA2066,8,16,4.1,5.0,65.0,DDR4,8,Intel X299,0
LGA2011,LGA1151,8,16,3.1,3.8,150.0,DDR3,2,Intel B150,0
STR5,AM5,96,192,2.5,5.1,350.0,DDR5,4,AMD X670E,0
FM2+,LGA1700,4,4,4.0,4.2,95.0,DDR4,4,Intel B760,0
LGA1200,AM3,8,16,3.8,5.1,125.0,DDR3,4,AMD 770,0
LGA1151,LGA1151,4,4,2.8,3.7,35.0,DDR4,4,Intel Z270,1
LGA1151,AM4,4,4,3.0,3.5,80.0,DDR4,4,AMD B450,0
LGA1151,LGA1155,6,12,3.5,4.5,80.0,DDR3,2,Intel B75,0
STR5,LGA1155,24,48,4.2,5.4,350.0,DDR3,2,Intel H77,0
LGA1151,LGA1200,4,4,2.0,3.0,25.0,DDR4,2,Intel H470,0
FM2+,TR4,4,4,3.6,3.9,95.0,DDR4,8,AMD X399,0
AM5,AM5,6,12,3.8,5.1,65.0,DDR5,4,AMD B650,1
LGA1700,LGA1200,10,16,2.5,4.7,65.0,DDR4,2,Intel H510,0
LGA1150,LGA1155,4,8,2.5,3.7,45.0,DDR3,2,Intel H61,0
LGA2011,LGA1151,8,16,3.1,3.8,150.0,DDR4,4,Intel B150,0
LGA1700,LGA1700,24,32,3.2,6.0,150.0,DDR4,4,Intel Z690,1
LGA1700,LGA1150,10,16,2.5,4.6,65.0,DDR3,4,Intel Z87,0
LGA2011,AM5,4,8,3.5,3.6,140.0,DDR5,4,AMD X870E,0
LGA1700,LGA1700,14,20,3.5,5.1,125.0,DDR5,4,Intel Z790,1
LGA1151,LGA1151,8,8,3.6,4.9,95.0,DDR4,2,Intel B150,1
LGA1700,LGA1700,24,32,3.0,5.8,125.0,DDR5,4,Intel Z690,1
LGA1151,LGA1151,4,4,3.5,3.9,91.0,DDR4,4,Intel H270,1
LGA1700,LGA1200,24,32,3.0,5.8,125.0,DDR4,4,Intel Z590,0
LGA2011,AM5,14,28,2.3,3.3,120.0,DDR5,2,AMD B650,0
LGA1151,LGA1700,4,8,2.8,3.6,35.0,DDR5,4,Intel B760,0
LGA2011,LGA2011,4,8,3.5,3.6,140.0,DDR4,8,Intel X99,1
LGA2011,LGA2011,12,24,2.4,3.2,115.0,DDR3,8,Intel X79,1
LGA1700,LGA1700,14,20,3.5,5.1,125.0,DDR5,4,Intel Z790,1
LGA1150,AM5,4,4,2.8,3.3,65.0,DDR5,4,AMD B850,0
AM5,AM5,6,12,4.1,5.0,65.0,DDR5,4,AMD B850,1
AM5,LGA1151,6,12,3.8,5.2,65.0,DDR4,4,Intel Z390,0
G34,AM3+,8,8,2.8,3.3,115.0,DDR3,4,AMD 990X,0
LGA2011,LGA2011,4,8,3.5,3.8,130.0,DDR4,8,Intel X99,1
LGA2011,AM4,6,12,2.6,3.1,80.0,DDR4,4,AMD X370,0
LGA1151,LGA1151,4,8,3.5,4.5,71.0,DDR4,4,Intel Z270,1
LGA1151,LGA1151,4,8,3.8,4.7,71.0,DDR4,4,Intel Z270,1
AM4,AM4,6,12,3.6,4.2,65.0,DDR4,2,AMD X370,1
LGA1151,AM4,4,4,3.0,3.5,72.0,DDR4,2,AMD B450,0
LGA1200,AM5,8,16,2.5,5.2,65.0,DDR5,4,AMD X870,0
LGA1151,LGA1151,6,12,3.5,4.5,80.0,DDR4,4,Intel Z170,1
AM5,LGA1700,8,16,4.2,5.0,120.0,DDR5,4,Intel Z790,0
LGA1151,LGA1151,8,16,4.0,5.0,127.0,DDR4,4,Intel Z170,1
FM2,LGA1700,2,2,3.8,4.0,65.0,DDR4,2,Intel H610,0
LGA1151,LGA1851,8,8,3.6,4.9,95.0,DDR5,4,Intel Z890,0
AM5,AM5,8,16,4.2,5.0,120.0,DDR5,4,AMD B650,1
AM3+,LGA1150,8,8,4.7,5.0,220.0,DDR3,4,Intel Z87,0
LGA1151,LGA1155,4,8,3.8,4.2,73.0,DDR3,2,Intel H61,0
FM2+,LGA775,4,4,3.7,4.0,95.0,DDR3,4,Intel P43,0
LGA1150,LGA1700,4,8,3.4,3.8,80.0,DDR4,4,Intel B660,0
AM4,AM4,8,16,3.6,4.0,95.0,DDR4,4,AMD B550,1
LGA1700,AM5,24,32,3.2,5.6,125.0,DDR5,4,AMD B650,0
TRX4,LGA1700,64,128,2.9,4.3,280.0,DDR5,4,Intel Z690,0
LGA1700,LGA1151,10,16,2.5,4.6,65.0,DDR4,4,Intel Z370,0
LGA1200,LGA1200,2,4,4.0,4.0,58.0,DDR4,4,Intel B460,1
LGA2011,AM4,6,12,3.6,3.8,140.0,DDR4,2,AMD A520,0
AM5,AM5,8,16,4.5,5.4,105.0,DDR5,4,AMD B840,1
LGA1150,LGA1151,4,8,4.0,4.4,88.0,DDR4,4,Intel Z170,0
AM5,LGA1200,8,16,3.8,5.5,65.0,DDR4,4,Intel B460,0
LGA2011,LGA2011,22,44,2.2,3.6,145.0,DDR4,4,Intel C612,1
LGA2011,LGA1700,8,16,3.2,4.0,140.0,DDR5,4,Intel H770,0
STR5,LGA1151,24,48,4.2,5.4,350.0,DDR4,2,Intel Z390,0
LGA1151,LGA1151,4,8,3.5,3.9,80.0,DDR4,2,Intel B360,1
STR5,LGA1851,32,64,4.0,5.3,350.0,DDR5,4,Intel Z890,0
LGA1151,LGA1151,8,8,3.0,4.7,65.0,DDR4,2,Intel B250,1
LGA1151,LGA1151,4,8,3.7,4.1,72.0,DDR4,2,Intel H110,1
LGA1700,LGA1700,16,24,3.2,5.2,125.0,DDR5,4,Intel H770,1
AM5,AM5,8,16,4.2,5.0,120.0,DDR5,4,AMD B650,1
LGA2011,AM5,20,40,2.2,3.6,135.0,DDR5,2,AMD B840,0
LGA1151,LGA1151,4,8,3.6,4.2,65.0,DDR4,4,Intel Z370,1
AM4,AM4,8,16,3.9,4.7,105.0,DDR4,4,AMD B350,1
LGA1151,LGA1200,4,4,4.0,,91.0,DDR4,4,Intel B560,0
LGA2011,AM5,14,28,2.6,3.6,145.0,DDR5,4,AMD B650,0
FM2+,TR4,4,4,3.7,4.0,95.0,DDR4,8,AMD X399,0
LGA1700,LGA1700,10,16,3.7,4.9,125.0,DDR5,4,Intel B760,1
LGA1151,LGA1200,6,6,2.8,4.0,65.0,DDR4,4,Intel B560,0
LGA2011,LGA1151,8,16,3.2,3.7,140.0,DDR4,4,Intel Z170,0
AM5,LGA1150,8,16,3.8,5.3,65.0,DDR3,2,Intel H87,0
G34,AM4,8,8,3.2,3.8,115.0,DDR4,4,AMD B450,0
LGA1151,LGA1151,2,4,3.8,,54.0,DDR4,2,Intel H310,1
LGA1700,LGA1700,16,24,2.1,5.2,65.0,DDR5,2,Intel H610,1
LGA2011,AM5,8,16,2.9,3.8,135.0,DDR5,4,AMD B850,0
LGA1700,LGA1700,6,12,2.5,4.4,65.0,DDR5,4,Intel Z790,1
LGA2011,LGA2011,8,16,2.4,3.1,115.0,DDR4,8,Intel X99,1
STR5,LGA1200,96,192,2.5,5.4,350.0,DDR4,4,Intel Z590,0
LGA1700,LGA1700,14,20,1.6,4.6,35.0,DDR5,2,Intel B760,1
LGA1151,LGA1151,4,8,3.4,4.0,65.0,DDR4,4,Intel Z370,1
LGA1151,LGA1151,6,12,3.4,4.8,80.0,DDR4,2,Intel H310,1
AM5,AM5,8,16,4.5,5.4,105.0,DDR5,4,AMD B850,1
FM2+,AM4,4,4,3.5,3.9,65.0,DDR4,2,AMD A520,0
AM5,LGA1851,8,16,4.7,5.2,120.0,DDR5,2,Intel B860,0
TR4,AM4,32,64,3.0,4.2,250.0,DDR4,4,AMD B450,0
LGA2011,LGA1151,6,12,2.1,2.6,80.0,DDR4,4,Intel Z170,0
LGA1151,LGA1151,8,8,3.6,4.9,95.0,DDR4,4,Intel B365,1
LGA1151,LGA1151,4,4,2.0,3.0,25.0,DDR4,4,Intel B365,1
LGA2011,LGA2011,8,16,2.7,3.5,130.0,DDR4,8,Intel C612,1
LGA1700,LGA1700,24,32,3.2,5.7,150.0,DDR4,4,Intel Z690,1
LGA1200,LGA1200,8,16,3.5,5.3,125.0,DDR4,4,Intel Z590,1
LGA1151,LGA1151,4,4,3.5,3.9,91.0,DDR4,4,Intel H370,1
LGA2066,LGA1700,16,32,2.8,4.4,165.0,DDR5,4,Intel B760,0
AM4,AM4,12,24,3.7,4.8,105.0,DDR4,4,AMD B550,1
LGA2066,AM4,10,20,3.3,4.1,165.0,DDR4,4,AMD B550,0
LGA1151,LGA1151,4,8,3.7,4.1,73.0,DDR4,4,Intel Q370,1
LGA1151,LGA1151,4,8,2.9,3.8,35.0,DDR4,4,Intel Z170,1
LGA1151,LGA1156,6,6,2.9,4.1,65.0,DDR3,4,Intel H55,0
LGA1700,LGA1700,4,8,3.4,4.5,58.0,DDR5,2,Intel Z690,1
LGA1200,AM4,4,8,3.9,4.7,65.0,DDR4,4,AMD X570,0
LGA1151,LGA1851,4,8,3.5,3.9,72.0,DDR5,4,Intel Z890,0
LGA2066,LGA1700,14,28,3.3,4.5,165.0,DDR4,4,Intel Z690,0
LGA2011,LGA2011,8,16,3.2,3.7,140.0,DDR3,8,Intel X79,1
AM4,LGA1200,6,12,3.8,4.4,95.0,DDR4,4,Intel Z590,0
FM2+,AM4,4,4,3.1,3.8,65.0,DDR4,2,AMD B450,0
LGA1151,LGA1155,8,16,3.6,5.0,95.0,DDR3,4,Intel P67,0
LGA2011,LGA2011,4,8,3.5,3.8,140.0,DDR4,8,Intel X99,1
LGA1200,LGA1200,8,16,2.5,4.9,65.0,DDR4,4,Intel Z490,1
LGA1151,LGA1151,4,4,2.4,3.0,35.0,DDR4,2,Intel Z270,1
FM2+,LGA1150,4,4,3.1,3.8,65.0,DDR3,2,Intel B85,0
LGA1151,AM4,4,8,4.1,4.5,79.0,DDR4,4,AMD B450,0
AM4,LGA1700,2,4,3.5,,35.0,DDR5,4,Intel B760,0
LGA1700,LGA1200,12,20,2.1,4.9,65.0,DDR4,4,Intel B560,0
LGA1151,LGA1151,6,6,2.3,3.9,35.0,DDR4,2,Intel H310,1
STR5,LGA1155,64,128,3.2,5.1,350.0,DDR3,4,Intel Z77,0
LGA2011,LGA2011,8,16,2.6,3.3,115.0,DDR4,8,Intel X99,1
LGA1151,LGA1151,4,8,3.8,4.7,71.0,DDR4,4,Intel Z270,1
FM2+,AM4,4,4,4.0,4.2,95.0,DDR4,4,AMD X570,0
LGA1151,LGA1151,4,4,2.7,3.3,35.0,DDR4,4,Intel Z390,1
LGA1200,LGA1200,8,16,2.5,5.2,65.0,DDR4,4,Intel Z490,1
LGA1700,LGA1151,20,28,2.1,5.4,65.0,DDR4,2,Intel B150,0
AM4,LGA1200,4,4,3.5,3.8,65.0,DDR4,2,Intel B460,0
LGA1151,LGA1700,4,8,3.7,4.1,72.0,DDR4,4,Intel Z790,0
LGA2011,LGA2066,8,16,2.2,3.0,95.0,DDR4,8,Intel X299,0
LGA1151,LGA1151,6,6,3.0,4.4,65.0,DDR4,2,Intel Z370,1
LGA2011,AM4,16,32,2.3,3.6,135.0,DDR4,4,AMD B550,0
LGA1700,LGA1700,4,8,3.4,4.5,58.0,DDR5,4,Intel B660,1
LGA2011,AM4,10,20,3.0,4.0,140.0,DDR4,2,AMD B450,0
LGA1700,LGA1200,20,28,3.4,5.5,125.0,DDR4,2,Intel B560,0
TR4,LGA1700,16,32,3.4,4.0,180.0,DDR4,4,Intel Z690,0
AM4,LGA2011,4,4,3.6,4.0,65.0,DDR4,4,Intel C612,0
AM4,AM4,6,12,3.6,4.2,95.0,DDR4,4,AMD B550,1
